device;computedLocation_lat;computedLocation_lng;computedLocation_radius;computedLocation_source;country;data;lqi;nbFrames;operator;rolloverCounter;seqNumber;time
009E6A24;41.032477;13.932462;7600;2;ITA;0506040130b2baeb90dbd7;3;3;SIGFOX_Italy_EIT_Smart;0;12;1744140958000
009E6A24;40.848049;14.082617;9600;2;ITA;03010100029218a494f1fd;0;3;SIGFOX_Italy_EIT_Smart;0;11;1744130181000
009E6A24;41.316313;13.297453;17900;2;ITA;005d65d75df389;1;3;SIGFOX_Italy_EIT_Smart;0;7;1744086794000
009E6A24;41.312399;13.280223;17600;2;ITA;005d75d759f358;1;3;SIGFOX_Italy_EIT_Smart;0;6;1744075878000
009E6A24;41.305904;13.284923;17600;2;ITA;005d75d85df2ed;1;3;SIGFOX_Italy_EIT_Smart;0;5;1744064965000
009E6A24;41.334509;13.281752;9100;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;4;1744054163000
009E6A24;;;;;DEU;071000;2;3;SIGFOX_Germany;0;3;1743495939000
009E6A24;47.816873;9.008226;7900;2;DEU;072300;2;3;SIGFOX_Germany;0;2;1741952596000
009E6A24;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741950543000
009E6A2B;;;;;DEU;071000;2;3;SIGFOX_Germany;0;5;1743495642000
009E6A2B;;;;;DEU;072300;2;3;SIGFOX_Germany;0;4;1741952505000
009E6A2B;47.817062;9.008042;7700;2;DEU;072303;2;3;SIGFOX_Germany;0;3;1741951884000
009E6A2B;;;;;DEU;072305;2;3;SIGFOX_Germany;0;2;1741951585000
009E6A2B;;;;;DEU;072305;2;3;SIGFOX_Germany;0;1;1741950955000
009E6A2B;;;;;DEU;072305;2;3;SIGFOX_Germany;0;0;1741950324000
009E6C00;;;;;DEU;071000;2;3;SIGFOX_Germany;0;6;1743495215000
009E6C00;;;;;DEU;072300;2;3;SIGFOX_Germany;0;5;1741952262000
009E6C00;47.817667;9.008219;8000;2;DEU;072303;2;3;SIGFOX_Germany;0;4;1741951647000
009E6C00;;;;;DEU;072305;2;3;SIGFOX_Germany;0;3;1741951390000
009E6C00;;;;;DEU;072305;2;3;SIGFOX_Germany;0;2;1741950765000
009E6C00;;;;;DEU;072305;2;3;SIGFOX_Germany;0;1;1741950139000
009E6C00;;;;;DEU;072302;2;3;SIGFOX_Germany;0;0;1741949518000
009E6C10;41.339203;13.300819;9800;2;ITA;0059f374;1;3;SIGFOX_Italy_EIT_Smart;0;9;1744087071000
009E6C10;41.317456;13.214727;10500;2;ITA;005d75d759f35c;1;3;SIGFOX_Italy_EIT_Smart;0;8;1744075990000
009E6C10;41.342723;13.315114;11300;2;ITA;006185d659f2d1;1;3;SIGFOX_Italy_EIT_Smart;0;7;1744064915000
009E6C10;41.300659;13.374468;8500;2;ITA;008dc61861f21d;3;3;SIGFOX_Italy_EIT_Smart;0;6;1744053840000
009E6C10;41.294655;13.356525;9500;2;ITA;0076392598f1d9;3;3;SIGFOX_Italy_EIT_Smart;0;5;1744042801000
009E6C10;;;;;DEU;071000;2;3;SIGFOX_Germany;0;3;1743494792000
009E6C10;47.817079;9.009745;8400;2;DEU;072300;2;3;SIGFOX_Germany;0;2;1741951459000
009E6C10;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741949105000
009E6DD5;;;;;DEU;071000;2;3;SIGFOX_Germany;0;4;1743505887000
009E6DD5;47.816317;9.00779;8400;2;DEU;072300;2;3;SIGFOX_Germany;0;3;1741937841000
009E6DD5;;;;;DEU;072303;2;3;SIGFOX_Germany;0;2;1741937229000
009E6DD5;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741868070000
009E6DDA;41.1859;13.401233;15700;2;ITA;0081b65865f26f;2;3;SIGFOX_Italy_EIT_Smart;0;6;1744053675000
009E6DDA;41.179115;13.364725;18800;2;ITA;0075c76288f227;2;3;SIGFOX_Italy_EIT_Smart;0;5;1744042675000
009E6DDA;;;;;DEU;071000;2;1;SIGFOX_Germany;0;3;1743495070000
009E6DDA;47.81684;9.00698;8400;2;DEU;072300;2;3;SIGFOX_Germany;0;2;1741952381000
009E6DDA;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741950264000
009E6DDB;40.847558;14.080934;10800;2;ITA;050000000069b71d75f26f;0;1;SIGFOX_Italy_EIT_Smart;0;9;1744097744000
009E6DDB;41.3417;13.310958;8600;2;ITA;005965975df381;1;3;SIGFOX_Italy_EIT_Smart;0;8;1744086858000
009E6DDB;41.3436;13.318679;11100;2;ITA;005d75d759f369;1;3;SIGFOX_Italy_EIT_Smart;0;7;1744075933000
009E6DDB;41.344343;13.321696;11100;2;ITA;005d75d85df2ea;1;3;SIGFOX_Italy_EIT_Smart;0;6;1744065009000
009E6DDB;41.327868;13.254777;11200;2;ITA;01;0;3;SIGFOX_Italy_EIT_Smart;0;5;1744054198000
009E6DDB;;;;;DEU;071000;2;3;SIGFOX_Germany;0;4;1743495816000
009E6DDB;;;;;DEU;072300;2;3;SIGFOX_Germany;0;3;1741953544000
009E6DDB;47.817867;9.007339;8400;2;DEU;072303;2;3;SIGFOX_Germany;0;2;1741952930000
009E6DDB;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741951451000
009E6DED;41.339203;13.300819;8700;2;ITA;007dd69964f35c;1;3;SIGFOX_Italy_EIT_Smart;0;5;1744137816000
009E6DED;41.332806;13.274833;8900;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;4;1744126974000
009E6DED;;;;;DEU;071000;2;3;SIGFOX_Germany;0;3;1743495968000
009E6DED;;;;;DEU;072300;2;3;SIGFOX_Germany;0;2;1741952807000
009E6DED;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741951381000
009E6DF2;41.317762;13.21426;12300;2;ITA;0068f601;0;3;SIGFOX_Italy_EIT_Smart;0;8;1744116696000
009E6DF2;41.307146;13.299298;19600;2;ITA;0065865969f60c;1;3;SIGFOX_Italy_EIT_Smart;0;7;1744105796000
009E6DF2;41.26887;13.388402;21000;2;ITA;0059659865f5af;1;3;SIGFOX_Italy_EIT_Smart;0;6;1744094889000
009E6DF2;41.303104;13.357552;20800;2;ITA;005d659759f58b;1;3;SIGFOX_Italy_EIT_Smart;0;5;1744083965000
009E6DF2;41.257117;13.431098;19400;2;ITA;005df55d;1;3;SIGFOX_Italy_EIT_Smart;0;4;1744073035000
009E6DF2;41.326408;13.248848;9700;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;3;1744062219000
009E6DF2;;;;;DEU;071000;2;3;SIGFOX_Germany;0;2;1743506152000
009E6DF2;47.817602;9.010214;7900;2;DEU;072300;2;3;SIGFOX_Germany;0;1;1741865333000
009E6FB8;41.332941;13.338433;19200;2;ITA;0059f351;1;3;SIGFOX_Italy_EIT_Smart;0;9;1744087153000
009E6FB8;41.345903;13.328029;8800;2;ITA;005d75d759f339;1;3;SIGFOX_Italy_EIT_Smart;0;8;1744076144000
009E6FB8;41.340526;13.306191;14500;2;ITA;005d75d859f2bc;0;3;SIGFOX_Italy_EIT_Smart;0;7;1744065137000
009E6FB8;41.331102;13.267915;9100;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;6;1744054241000
009E6FB8;;;;;DEU;072300;2;3;SIGFOX_Germany;0;4;1741952316000
009E6FB8;47.816641;9.008;8200;2;DEU;072303;2;3;SIGFOX_Germany;0;3;1741951698000
009E6FB8;;;;;DEU;072303;2;1;SIGFOX_Germany;0;2;1741951686000
009E6FB8;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741949947000
009E6FBE;41.337744;13.29489;9800;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;5;1744054456000
009E6FBE;;;;;DEU;072300;2;3;SIGFOX_Germany;0;3;1741939869000
009E6FBE;;;;;DEU;072303;2;3;SIGFOX_Germany;0;2;1741939252000
009E6FBE;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741935966000
009E6FC3;41.347626;13.334056;9700;2;ITA;005d65d75df348;1;3;SIGFOX_Italy_EIT_Smart;0;6;1744086901000
009E6FC3;41.340526;13.306191;11200;2;ITA;005d75d759f327;1;3;SIGFOX_Italy_EIT_Smart;0;5;1744075893000
009E6FC3;41.337744;13.29489;9800;2;ITA;005df2a9;1;3;SIGFOX_Italy_EIT_Smart;0;4;1744064885000
009E6FC3;41.328587;13.363789;22800;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;3;1744053993000
009E6FC3;;;;;DEU;071000;2;3;SIGFOX_Germany;0;2;1743505798000
009E6FC3;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741868990000
009E7377;41.337744;13.29489;9600;2;ITA;005965975df574;1;3;SIGFOX_Italy_EIT_Smart;0;8;1744086907000
009E7377;41.331102;13.267915;8800;2;ITA;005d75d759f551;1;3;SIGFOX_Italy_EIT_Smart;0;7;1744076033000
009E7377;41.334509;13.281752;9200;2;ITA;005df4cc;1;3;SIGFOX_Italy_EIT_Smart;0;6;1744065163000
009E7377;41.316527;13.234331;11500;2;ITA;01;1;3;SIGFOX_Italy_EIT_Smart;0;5;1744054402000
009E7377;;;;;DEU;071000;2;3;SIGFOX_Germany;0;4;1743495784000
009E7377;;;;;DEU;072300;2;3;SIGFOX_Germany;0;3;1741952333000
009E7377;47.817533;9.008614;8400;2;DEU;072303;2;3;SIGFOX_Germany;0;2;1741951722000
009E7377;;;;;DEU;072300;2;3;SIGFOX_Germany;0;1;1741950531000
009E737B;;;;;DEU;071000;2;3;SIGFOX_Germany;0;4;1743505919000
009E737B;;;;;DEU;072300;2;3;SIGFOX_Germany;0;3;1741937577000
009E737B;;;;;DEU;072305;2;3;SIGFOX_Germany;0;2;1741936965000
009E737B;;;;;DEU;072305;2;3;SIGFOX_Germany;0;1;1741936344000
009E7384;41.115773;13.654742;22400;2;ITA;0065961861f562;0;3;SIGFOX_Italy_EIT_Smart;0;14;1744143257000
